,loss,accuracy,val_loss,val_accuracy
0,4.745512962341309,0.012166076339781284,4.60368537902832,0.01441874448210001
1,4.601983547210693,0.013710975646972656,4.6031317710876465,0.014568939805030823
2,4.597903251647949,0.013775345869362354,4.601657390594482,0.013217181898653507
3,4.591152191162109,0.01332475058734417,4.5949387550354,0.01817362569272518
4,4.565648078918457,0.01931123249232769,4.585832595825195,0.021327726542949677
5,4.526835918426514,0.0248471200466156,4.564675807952881,0.021327726542949677
6,4.490145683288574,0.031863532960414886,4.5574493408203125,0.025533193722367287
7,4.425704002380371,0.03746379166841507,4.521420478820801,0.030489636585116386
8,4.353684902191162,0.04248471185564995,4.5027546882629395,0.03424451872706413
9,4.28080415725708,0.0519472174346447,4.476912975311279,0.039801742881536484
10,4.203523635864258,0.05838429182767868,4.479262351989746,0.04235506057739258
11,4.1003737449646,0.06675249338150024,4.393277645111084,0.045358967036008835
12,4.009677886962891,0.07711619138717651,4.366344928741455,0.05136677622795105
13,3.8753740787506104,0.09282265603542328,4.379786968231201,0.06398317962884903
14,3.745659828186035,0.10762793570756912,4.300870418548584,0.06533493846654892
