,loss,accuracy,val_loss,val_accuracy
0,4.621638774871826,0.011779852211475372,4.59895658493042,0.009912886656820774
1,4.59132719039917,0.013196009211242199,4.590538501739502,0.014719135127961636
2,4.573794841766357,0.01589958183467388,4.5733208656311035,0.015470110811293125
3,4.5448713302612305,0.01931123249232769,4.545623779296875,0.026434363797307014
4,4.490884780883789,0.02896684966981411,4.513178825378418,0.024331631138920784
5,4.3973846435546875,0.04184100404381752,4.478109836578369,0.026584560051560402
6,4.233845233917236,0.0680399090051651,4.4360456466674805,0.044758185744285583
7,3.9666786193847656,0.10666237771511078,4.509529113769531,0.04280564561486244
8,3.6385116577148438,0.16923077404499054,4.419818878173828,0.0557224377989769
9,3.187088966369629,0.2594785988330841,4.5508646965026855,0.060228295624256134
10,2.668771982192993,0.3797231912612915,4.944597244262695,0.059477321803569794
11,2.116819143295288,0.5040875673294067,5.043203353881836,0.06503454595804214
12,1.6585768461227417,0.6165432929992676,5.447140216827393,0.0618804432451725
13,1.2013540267944336,0.7230769395828247,6.1014485359191895,0.06893961876630783
14,0.8138831257820129,0.8122304677963257,6.832936763763428,0.06383298337459564
