,Unnamed: 0,loss,accuracy,val_loss,val_accuracy
0,0,4.608116149902344,0.0099695846438407,4.601374626159668,0.0112637979909777
1,1,4.597570419311523,0.0131238028407096,4.594056129455566,0.0103626940399408
2,2,4.587644577026367,0.0148698883131146,4.577880859375,0.0171209722757339
3,3,4.575740337371826,0.0178551319986581,4.563276767730713,0.0198242850601673
4,4,4.563634872436523,0.0173482038080692,4.547720432281494,0.0220770444720983
5,5,4.547454833984375,0.0187563374638557,4.521085739135742,0.0286100469529628
6,6,4.532361030578613,0.0207840483635664,4.524357318878174,0.0236539766192436
7,7,4.528071880340576,0.0212346520274877,4.492974758148193,0.0265825632959604
8,8,4.48862886428833,0.0257406774908304,4.435232639312744,0.0328902900218963
9,9,4.44381856918335,0.028951222077012,4.361056804656982,0.0423518829047679
10,10,4.424529552459717,0.0326123684644699,4.335039138793945,0.0448299162089824
11,11,4.360713958740234,0.0367804430425167,4.405358791351318,0.0358188785612583
12,12,4.307851314544678,0.0433141812682151,4.444408416748047,0.0299617033451795
13,13,4.266079425811768,0.047989185899496,4.3014960289001465,0.0407749488949775
14,14,4.208756446838379,0.0557620823383331,4.063015460968018,0.0691597238183021
15,15,4.123642444610596,0.063197024166584,4.051478862762451,0.0698355510830879
16,16,4.092681407928467,0.0695054605603218,4.217502117156982,0.0533904023468494
17,17,3.93686842918396,0.0838120952248573,4.161924362182617,0.0457310192286968
18,18,3.819664239883423,0.0987946391105651,3.882455587387085,0.0815498977899551
19,19,3.729477882385254,0.1096091046929359,4.045443058013916,0.0673575103282928
20,20,3.571795701980591,0.1302804946899414,3.445913314819336,0.1484568566083908
21,21,3.434446334838867,0.1522473841905594,3.401125192642212,0.1579184532165527
22,22,3.416346311569214,0.15607750415802,3.364745616912842,0.156116247177124
23,23,3.3995697498321533,0.1555705815553665,3.5928003787994385,0.12435232847929
24,24,3.284767866134644,0.1750028133392334,3.509610414505005,0.1529623717069625
25,25,3.1888678073883057,0.1899853497743606,3.2096476554870605,0.1867537796497345
26,26,3.126882076263428,0.2044046372175216,2.9555017948150635,0.2351881116628646
27,27,3.0537562370300293,0.2163456082344055,3.1661581993103027,0.2056769579648971
28,28,2.9531233310699463,0.2361721247434616,2.967659711837769,0.2356386631727218
29,29,2.9619507789611816,0.2339191138744354,2.9910120964050293,0.2338364422321319
30,30,2.9102768898010254,0.2487890124320984,2.9439074993133545,0.2439738661050796
31,31,2.741506814956665,0.2725583016872406,3.24760103225708,0.207929715514183
32,32,2.7537076473236084,0.2705869078636169,3.037586212158203,0.2331606149673462
33,33,2.65274977684021,0.2949757874011993,3.1284914016723637,0.2268528938293457
34,34,2.575976610183716,0.3070293962955475,2.7046988010406494,0.2915070950984955
35,35,2.487557172775269,0.3271375596523285,2.7613985538482666,0.2784411013126373
36,36,2.4349701404571533,0.3361496031284332,2.747035503387451,0.2897048890590668
37,37,2.3916125297546387,0.3492734134197235,2.6756601333618164,0.2908312678337097
38,38,2.286236047744751,0.3711276352405548,2.4631056785583496,0.3327325880527496
39,39,2.26621150970459,0.3765912055969238,2.5242156982421875,0.3343095183372497
0,0,2.200490713119507,0.3908415138721466,2.3392653465271,0.3705789446830749
1,1,2.126260042190552,0.4070068597793579,2.5756049156188965,0.3230457305908203
2,2,2.179692029953003,0.395347535610199,2.1181373596191406,0.4201396703720093
3,3,2.0712411403656006,0.4246930181980133,2.124953269958496,0.4311781823635101
4,4,1.9351946115493772,0.4481243789196014,2.0889341831207275,0.421941876411438
5,5,1.9477723836898804,0.447561115026474,1.9963648319244385,0.4507772028446197
6,6,1.8952137231826784,0.4623183608055115,1.89986789226532,0.4715026021003723
7,7,1.791339874267578,0.4873268008232116,2.091194629669189,0.4329803884029388
8,8,1.754315972328186,0.4954939782619476,2.3598551750183105,0.3942329287528991
9,9,1.7300351858139038,0.4961698651313782,1.9144015312194824,0.4633926451206207
10,10,1.7275660037994385,0.502478301525116,1.844837665557861,0.4791619777679443
11,11,1.6305562257766724,0.526585578918457,1.7931981086730957,0.4971840381622314
12,12,1.610539793968201,0.5296834707260132,1.8318896293640137,0.4967334866523742
13,13,1.5814752578735352,0.5387518405914307,1.7765921354293823,0.5057445168495178
14,14,1.6314585208892822,0.5247831344604492,1.7710357904434204,0.5093489289283752
15,15,1.5069557428359983,0.557902455329895,1.9230082035064695,0.4845685958862304
16,16,1.4968245029449463,0.5615636110305786,1.6593807935714722,0.5251182913780212
17,17,1.4535436630249023,0.5716458559036255,2.098004102706909,0.4546068906784057
18,18,1.3911879062652588,0.5871353149414062,1.707545280456543,0.519035816192627
19,19,1.342967510223389,0.602624773979187,1.8730237483978271,0.4947060048580169
20,20,1.30497944355011,0.6093838214874268,1.8166431188583372,0.5120522379875183
21,21,1.283689022064209,0.6125943660736084,2.202559471130371,0.4289254248142242
22,22,1.2877367734909058,0.6177199482917786,1.6341010332107544,0.5393106341362
23,23,1.2389081716537476,0.6275768876075745,1.5808595418930054,0.562739372253418
24,24,1.1864652633666992,0.6414329409599304,1.6098098754882812,0.542239248752594
25,25,1.1970572471618652,0.6418834924697876,1.733185648918152,0.5226402282714844
26,26,1.1173055171966553,0.6586121320724487,1.5416992902755735,0.5719756484031677
27,27,1.115166425704956,0.6613157391548157,1.942973494529724,0.4931290745735168
28,28,1.0853703022003174,0.6710036993026733,1.2978503704071045,0.6235638856887817
29,29,1.057240605354309,0.6781570315361023,1.5458813905715942,0.5692723393440247
30,30,1.0466322898864746,0.6789456009864807,1.3820432424545288,0.6129758954048157
31,31,1.010594367980957,0.6938154697418213,1.3489065170288086,0.629421055316925
32,32,1.074705958366394,0.6750028133392334,1.4866939783096311,0.5863933563232422
33,33,0.9755495190620422,0.701250433921814,1.253973364830017,0.6388826370239258
34,34,0.9498527646064758,0.7087416648864746,1.5245933532714844,0.5827889442443848
35,35,0.9257653951644896,0.7147122025489807,1.2109503746032717,0.6530750393867493
36,36,0.8594908118247986,0.7311591506004333,1.2995887994766235,0.6325749158859253
37,37,0.9161041378974916,0.7179790735244751,1.2615457773208618,0.6483442187309265
38,38,0.8881574273109436,0.7238932251930237,1.3719780445098877,0.6170308589935303
39,39,0.8747157454490662,0.7296947240829468,1.461266279220581,0.6118494868278503
0,0,0.8827437162399292,0.7284555435180664,1.1884407997131348,0.6562288999557495
1,1,0.8040584325790405,0.749971866607666,1.6258909702301023,0.5586844086647034
2,2,0.7923921942710876,0.7522811889648438,1.1714351177215576,0.662311315536499
3,3,0.7846020460128784,0.7571251392364502,1.3381462097167969,0.6501464247703552
4,4,0.7538964152336121,0.7671510577201843,1.4363198280334473,0.6287451982498169
5,5,0.769330620765686,0.7592655420303345,1.2969461679458618,0.649695873260498
6,6,0.8380794525146484,0.7400022745132446,1.3721634149551392,0.6260418891906738
7,7,0.7207154631614685,0.7736284732818604,1.2309890985488892,0.6591574549674988
8,8,0.7285074591636658,0.7716007828712463,1.255374312400818,0.654651939868927
9,9,0.7286912202835083,0.7708122134208679,1.6396821737289429,0.6084703803062439
10,10,0.7138595581054688,0.7778528928756714,1.3595898151397705,0.639107882976532
11,11,0.6943489909172058,0.7783598303794861,1.3140215873718262,0.6607344150543213
12,12,0.7038944959640503,0.7790356874465942,1.3317430019378662,0.6433881521224976
13,13,0.7155572175979614,0.7762194275856018,1.4409629106521606,0.6136517524719238
14,14,0.654494047164917,0.7950884103775024,1.2454617023468018,0.6708717942237854
15,15,0.6416398286819458,0.7984116077423096,1.3337106704711914,0.6431628465652466
16,16,0.6401188969612122,0.7978483438491821,1.161899209022522,0.687767505645752
17,17,0.5940670371055603,0.8115917444229126,1.0487639904022217,0.7129984498023987
