,loss,accuracy,val_loss,val_accuracy
0,4.600333213806152,0.021459951996803284,4.535020351409912,0.03153863549232483
1,4.4398627281188965,0.0425819531083107,4.395486354827881,0.04978598654270172
2,4.178529739379883,0.08212234079837799,4.175211429595947,0.08943455666303635
3,3.8570356369018555,0.12385941296815872,3.9541783332824707,0.10948412120342255
4,3.477991819381714,0.17274980247020721,3.6856958866119385,0.13336336612701416
5,3.038681983947754,0.23746761679649353,3.3147974014282227,0.17729218304157257
6,2.585117816925049,0.31936463713645935,3.122344970703125,0.20590223371982574
7,2.205110788345337,0.40818971395492554,3.03413724899292,0.21806713938713074
8,1.8969683647155762,0.48276445269584656,2.886568546295166,0.26177066564559937
9,1.5745291709899902,0.571533203125,2.7648446559906006,0.28429827094078064
10,1.2923779487609863,0.6573166847229004,2.710108757019043,0.2971389889717102
11,1.0545068979263306,0.7265968322753906,2.665289878845215,0.32665014266967773
12,0.8423289656639099,0.7974541187286377,2.6974363327026367,0.31831493973731995
13,0.6563787460327148,0.8600878715515137,2.6696643829345703,0.3331831395626068
14,0.5182068347930908,0.9012616872787476,2.6814513206481934,0.3334084153175354
