,loss,accuracy,val_loss,val_accuracy
0,4.592019081115723,0.01589958183467388,4.538539409637451,0.020126163959503174
1,4.456894874572754,0.03385902941226959,4.395375728607178,0.04295584186911583
2,4.195426940917969,0.07055036723613739,4.164008140563965,0.08110543340444565
3,3.8239383697509766,0.12481493502855301,3.879509449005127,0.11670171469449997
4,3.30934739112854,0.20276793837547302,3.5463500022888184,0.16145989298820496
5,2.7439935207366943,0.2990666329860687,3.176586151123047,0.21432863175868988
6,2.1843342781066895,0.41860315203666687,3.033064365386963,0.2424151450395584
7,1.7253938913345337,0.5375603437423706,2.666429042816162,0.3178131580352783
8,1.3619245290756226,0.6365625858306885,2.581494092941284,0.3401922583580017
9,1.0493923425674438,0.7320888042449951,2.5967726707458496,0.3452988862991333
10,0.8219699859619141,0.7961377501487732,2.4625046253204346,0.3798438012599945
11,0.6018257737159729,0.872417151927948,2.4160237312316895,0.3759387135505676
12,0.4388860762119293,0.9257804751396179,2.465329170227051,0.3884049355983734
13,0.33516183495521545,0.9532024264335632,2.3773486614227295,0.4038750231266022
14,0.24463847279548645,0.9776633381843567,2.3982841968536377,0.4083808958530426
