,loss,accuracy,val_loss,val_accuracy
0,2.1963212490081787,0.3843640983104706,2.3603322505950928,0.37215590476989746
1,2.1626858711242676,0.3959670960903168,2.4202117919921875,0.35841405391693115
2,2.187063694000244,0.38796889781951904,2.4351084232330322,0.3611173629760742
3,2.1637229919433594,0.38988396525382996,2.39900541305542,0.3631448447704315
4,2.1507368087768555,0.39709362387657166,2.3775508403778076,0.36674925684928894
5,2.153946876525879,0.39568549394607544,2.408478260040283,0.36246901750564575
6,2.125800132751465,0.4035710394382477,2.3672657012939453,0.36855146288871765
7,2.085991859436035,0.4183845818042755,2.3581936359405518,0.37215590476989746
8,2.098050594329834,0.4057113826274872,2.331632614135742,0.37598559260368347
9,2.0793654918670654,0.41314634680747986,2.495421886444092,0.3550349175930023
